index,credit_rating
3512,Обычный
3513,Обычный
3514,Обычный
3515,Обычный
3516,Обычный
3517,Обычный
3518,Обычный
3519,Обычный
3520,Обычный
3521,Обычный
3522,Обычный
3523,Обычный
3524,Обычный
3525,Обычный
3526,Обычный
3527,Обычный
3528,Хороший
3529,Хороший
3530,Хороший
3531,Обычный
3532,Обычный
3533,Хороший
3534,Хороший
3535,Обычный
3536,Плохой
3537,Плохой
3538,Плохой
3539,Плохой
3540,Плохой
3541,Плохой
3542,Плохой
3543,Плохой
3544,Хороший
3545,Хороший
3546,Хороший
3547,Хороший
3548,Обычный
3549,Обычный
3550,Хороший
3551,Хороший
3552,Обычный
3553,Обычный
3554,Обычный
3555,Обычный
3556,Обычный
3557,Обычный
3558,Обычный
3559,Обычный
3560,Обычный
3561,Обычный
3562,Обычный
3563,Обычный
3564,Обычный
3565,Обычный
3566,Обычный
3567,Обычный
3568,Хороший
3569,Хороший
3570,Хороший
3571,Хороший
3572,Хороший
3573,Хороший
3574,Хороший
3575,Обычный
3576,Плохой
3577,Плохой
3578,Плохой
3579,Плохой
3580,Плохой
3581,Плохой
3582,Плохой
3583,Плохой
3584,Хороший
3585,Хороший
3586,Хороший
3587,Хороший
3588,Хороший
3589,Хороший
3590,Хороший
3591,Обычный
3592,Обычный
3593,Обычный
3594,Обычный
3595,Обычный
3596,Обычный
3597,Обычный
3598,Обычный
3599,Обычный
3600,Обычный
3601,Хороший
3602,Обычный
3603,Обычный
3604,Обычный
3605,Обычный
3606,Обычный
3607,Обычный
3608,Плохой
3609,Плохой
3610,Плохой
3611,Плохой
3612,Плохой
3613,Плохой
3614,Плохой
3615,Плохой
3616,Обычный
3617,Обычный
3618,Обычный
3619,Обычный
3620,Плохой
3621,Обычный
3622,Обычный
3623,Обычный
3624,Хороший
3625,Хороший
3626,Хороший
3627,Хороший
3628,Хороший
3629,Хороший
3630,Хороший
3631,Хороший
3632,Плохой
3633,Плохой
3634,Плохой
3635,Плохой
3636,Плохой
3637,Плохой
3638,Плохой
3639,Обычный
3640,Плохой
3641,Плохой
3642,Плохой
3643,Плохой
3644,Плохой
3645,Плохой
3646,Плохой
3647,Плохой
3648,Хороший
3649,Хороший
3650,Хороший
3651,Хороший
3652,Хороший
3653,Хороший
3654,Хороший
3655,Обычный
3656,Плохой
3657,Плохой
3658,Плохой
3659,Плохой
3660,Плохой
3661,Плохой
3662,Плохой
3663,Плохой
3664,Хороший
3665,Хороший
3666,Хороший
3667,Хороший
3668,Хороший
3669,Хороший
3670,Хороший
3671,Обычный
3672,Хороший
3673,Хороший
3674,Хороший
3675,Хороший
3676,Хороший
3677,Хороший
3678,Хороший
3679,Хороший
3680,Обычный
3681,Обычный
3682,Обычный
3683,Обычный
3684,Обычный
3685,Обычный
3686,Обычный
3687,Обычный
3688,Плохой
3689,Плохой
3690,Плохой
3691,Плохой
3692,Плохой
3693,Плохой
3694,Плохой
3695,Плохой
3696,Плохой
3697,Плохой
3698,Плохой
3699,Плохой
3700,Плохой
3701,Плохой
3702,Плохой
3703,Плохой
3704,Плохой
3705,Плохой
3706,Обычный
3707,Плохой
3708,Плохой
3709,Плохой
3710,Плохой
3711,Плохой
3712,Плохой
3713,Плохой
3714,Плохой
3715,Плохой
3716,Плохой
3717,Плохой
3718,Плохой
3719,Плохой
3720,Обычный
3721,Обычный
3722,Обычный
3723,Обычный
3724,Обычный
3725,Обычный
3726,Обычный
3727,Обычный
3728,Хороший
3729,Хороший
3730,Хороший
3731,Хороший
3732,Хороший
3733,Хороший
3734,Обычный
3735,Хороший
3736,Обычный
3737,Обычный
3738,Обычный
3739,Обычный
3740,Обычный
3741,Обычный
3742,Плохой
3743,Плохой
3744,Обычный
3745,Обычный
3746,Обычный
3747,Обычный
3748,Обычный
3749,Обычный
3750,Обычный
3751,Обычный
3752,Обычный
3753,Обычный
3754,Обычный
3755,Обычный
3756,Обычный
3757,Обычный
3758,Обычный
3759,Обычный
3760,Обычный
3761,Обычный
3762,Обычный
3763,Обычный
3764,Обычный
3765,Обычный
3766,Обычный
3767,Обычный
3768,Обычный
3769,Обычный
3770,Обычный
3771,Обычный
3772,Обычный
3773,Обычный
3774,Обычный
3775,Обычный
3776,Обычный
3777,Обычный
3778,Обычный
3779,Обычный
3780,Обычный
3781,Обычный
3782,Обычный
3783,Обычный
3784,Обычный
3785,Хороший
3786,Хороший
3787,Хороший
3788,Хороший
3789,Хороший
3790,Хороший
3791,Хороший
3792,Плохой
3793,Плохой
3794,Обычный
3795,Плохой
3796,Плохой
3797,Плохой
3798,Плохой
3799,Плохой
3800,Обычный
3801,Обычный
3802,Обычный
3803,Обычный
3804,Обычный
3805,Обычный
3806,Обычный
3807,Обычный
3808,Плохой
3809,Плохой
3810,Плохой
3811,Плохой
3812,Плохой
3813,Плохой
3814,Плохой
3815,Плохой
3816,Обычный
3817,Обычный
3818,Обычный
3819,Обычный
3820,Обычный
3821,Обычный
3822,Обычный
3823,Обычный
3824,Обычный
3825,Обычный
3826,Обычный
3827,Обычный
3828,Обычный
3829,Обычный
3830,Обычный
3831,Обычный
3832,Плохой
3833,Плохой
3834,Плохой
3835,Плохой
3836,Плохой
3837,Плохой
3838,Плохой
3839,Плохой
3840,Обычный
3841,Обычный
3842,Обычный
3843,Обычный
3844,Обычный
3845,Обычный
3846,Обычный
3847,Обычный
3848,Обычный
3849,Обычный
3850,Обычный
3851,Обычный
3852,Обычный
3853,Обычный
3854,Обычный
3855,Обычный
3856,Хороший
3857,Хороший
3858,Обычный
3859,Хороший
3860,Хороший
3861,Хороший
3862,Хороший
3863,Хороший
3864,Обычный
3865,Обычный
3866,Обычный
3867,Обычный
3868,Обычный
3869,Обычный
3870,Обычный
3871,Обычный
3872,Хороший
3873,Хороший
3874,Хороший
3875,Хороший
3876,Хороший
3877,Хороший
3878,Обычный
3879,Хороший
3880,Хороший
3881,Хороший
3882,Хороший
3883,Хороший
3884,Хороший
3885,Хороший
3886,Хороший
3887,Хороший
3888,Обычный
3889,Обычный
3890,Обычный
3891,Обычный
3892,Обычный
3893,Обычный
3894,Обычный
3895,Обычный
3896,Обычный
3897,Плохой
3898,Плохой
3899,Обычный
3900,Обычный
3901,Обычный
3902,Плохой
3903,Плохой
3904,Обычный
3905,Обычный
3906,Обычный
3907,Обычный
3908,Обычный
3909,Обычный
3910,Обычный
3911,Обычный
3912,Обычный
3913,Обычный
3914,Обычный
3915,Хороший
3916,Обычный
3917,Обычный
3918,Обычный
3919,Хороший
3920,Обычный
3921,Обычный
3922,Обычный
3923,Обычный
3924,Обычный
3925,Обычный
3926,Обычный
3927,Обычный
3928,Хороший
3929,Обычный
3930,Обычный
3931,Обычный
3932,Обычный
3933,Обычный
3934,Обычный
3935,Обычный
3936,Хороший
3937,Хороший
3938,Хороший
3939,Хороший
3940,Хороший
3941,Хороший
3942,Хороший
3943,Хороший
3944,Обычный
3945,Обычный
3946,Обычный
3947,Обычный
3948,Обычный
3949,Обычный
3950,Обычный
3951,Обычный
3952,Плохой
3953,Обычный
3954,Обычный
3955,Плохой
3956,Плохой
3957,Плохой
3958,Плохой
3959,Плохой
3960,Хороший
3961,Хороший
3962,Хороший
3963,Хороший
3964,Хороший
3965,Хороший
3966,Хороший
3967,Хороший
3968,Обычный
3969,Обычный
3970,Обычный
3971,Обычный
3972,Обычный
3973,Обычный
3974,Обычный
3975,Обычный
3976,Обычный
3977,Обычный
3978,Обычный
3979,Обычный
3980,Обычный
3981,Обычный
3982,Обычный
3983,Обычный
3984,Обычный
3985,Обычный
3986,Обычный
3987,Обычный
3988,Обычный
3989,Обычный
3990,Обычный
3991,Обычный
3992,Плохой
3993,Плохой
3994,Плохой
3995,Плохой
3996,Плохой
3997,Плохой
3998,Плохой
3999,Плохой
4000,Обычный
4001,Обычный
4002,Обычный
4003,Обычный
4004,Обычный
4005,Обычный
4006,Обычный
4007,Обычный
4008,Плохой
4009,Плохой
4010,Плохой
4011,Плохой
4012,Плохой
4013,Плохой
4014,Плохой
4015,Плохой
4016,Плохой
4017,Плохой
4018,Плохой
4019,Плохой
4020,Плохой
4021,Плохой
4022,Плохой
4023,Плохой
4024,Хороший
4025,Хороший
4026,Хороший
4027,Хороший
4028,Хороший
4029,Хороший
4030,Хороший
4031,Хороший
4032,Обычный
4033,Обычный
4034,Обычный
4035,Обычный
4036,Обычный
4037,Обычный
4038,Обычный
4039,Обычный
4040,Хороший
4041,Хороший
4042,Хороший
4043,Хороший
4044,Хороший
4045,Хороший
4046,Хороший
4047,Хороший
4048,Плохой
4049,Плохой
4050,Плохой
4051,Плохой
4052,Плохой
4053,Плохой
4054,Плохой
4055,Плохой
4056,Плохой
4057,Плохой
4058,Плохой
4059,Плохой
4060,Плохой
4061,Плохой
4062,Плохой
4063,Плохой
4064,Обычный
4065,Обычный
4066,Обычный
4067,Обычный
4068,Обычный
4069,Обычный
4070,Обычный
4071,Обычный
4072,Хороший
4073,Хороший
4074,Хороший
4075,Хороший
4076,Хороший
4077,Хороший
4078,Хороший
4079,Хороший
4080,Хороший
4081,Хороший
4082,Хороший
4083,Хороший
4084,Хороший
4085,Хороший
4086,Обычный
4087,Хороший
4088,Плохой
4089,Плохой
4090,Плохой
4091,Плохой
4092,Плохой
4093,Плохой
4094,Плохой
4095,Плохой
4096,Плохой
4097,Плохой
4098,Плохой
4099,Плохой
4100,Плохой
4101,Плохой
4102,Плохой
4103,Плохой
4104,Плохой
4105,Плохой
4106,Обычный
4107,Плохой
4108,Плохой
4109,Плохой
4110,Плохой
4111,Плохой
4112,Обычный
4113,Плохой
4114,Обычный
4115,Обычный
4116,Обычный
4117,Плохой
4118,Обычный
4119,Обычный
4120,Плохой
4121,Плохой
4122,Плохой
4123,Плохой
4124,Плохой
4125,Плохой
4126,Плохой
4127,Плохой
4128,Обычный
4129,Обычный
4130,Обычный
4131,Обычный
4132,Обычный
4133,Обычный
4134,Обычный
4135,Обычный
4136,Обычный
4137,Обычный
4138,Хороший
4139,Обычный
4140,Обычный
4141,Обычный
4142,Обычный
4143,Обычный
4144,Обычный
4145,Обычный
4146,Обычный
4147,Обычный
4148,Обычный
4149,Обычный
4150,Обычный
4151,Обычный
4152,Хороший
4153,Хороший
4154,Хороший
4155,Хороший
4156,Хороший
4157,Хороший
4158,Хороший
4159,Хороший
4160,Обычный
4161,Обычный
4162,Обычный
4163,Обычный
4164,Обычный
4165,Обычный
4166,Обычный
4167,Обычный
4168,Плохой
4169,Плохой
4170,Плохой
4171,Плохой
4172,Плохой
4173,Плохой
4174,Плохой
4175,Плохой
4176,Обычный
4177,Обычный
4178,Обычный
4179,Обычный
4180,Обычный
4181,Обычный
4182,Обычный
4183,Обычный
4184,Обычный
4185,Обычный
4186,Обычный
4187,Обычный
4188,Обычный
4189,Обычный
4190,Обычный
4191,Обычный
4192,Плохой
4193,Плохой
4194,Обычный
4195,Плохой
4196,Обычный
4197,Обычный
4198,Плохой
4199,Плохой
4200,Обычный
4201,Обычный
4202,Обычный
4203,Обычный
4204,Обычный
4205,Обычный
4206,Обычный
4207,Обычный
4208,Плохой
4209,Плохой
4210,Плохой
4211,Плохой
4212,Плохой
4213,Плохой
4214,Плохой
4215,Плохой
4216,Плохой
4217,Плохой
4218,Плохой
4219,Плохой
4220,Плохой
4221,Плохой
4222,Плохой
4223,Плохой
4224,Плохой
4225,Плохой
4226,Плохой
4227,Плохой
4228,Плохой
4229,Плохой
4230,Плохой
4231,Плохой
4232,Плохой
4233,Плохой
4234,Плохой
4235,Плохой
4236,Плохой
4237,Плохой
4238,Плохой
4239,Плохой
4240,Обычный
4241,Обычный
4242,Обычный
4243,Обычный
4244,Обычный
4245,Обычный
4246,Обычный
4247,Обычный
4248,Обычный
4249,Обычный
4250,Обычный
4251,Обычный
4252,Обычный
4253,Обычный
4254,Обычный
4255,Обычный
4256,Плохой
4257,Плохой
4258,Плохой
4259,Плохой
4260,Плохой
4261,Плохой
4262,Плохой
4263,Плохой
4264,Обычный
4265,Обычный
4266,Обычный
4267,Обычный
4268,Обычный
4269,Обычный
4270,Обычный
4271,Обычный
4272,Обычный
4273,Обычный
4274,Обычный
4275,Обычный
4276,Обычный
4277,Обычный
4278,Обычный
4279,Обычный
4280,Хороший
4281,Хороший
4282,Хороший
4283,Хороший
4284,Хороший
4285,Хороший
4286,Хороший
4287,Хороший
4288,Обычный
4289,Обычный
4290,Хороший
4291,Хороший
4292,Хороший
4293,Обычный
4294,Хороший
4295,Хороший
4296,Хороший
4297,Хороший
4298,Хороший
4299,Хороший
4300,Хороший
4301,Хороший
4302,Хороший
4303,Хороший
4304,Плохой
4305,Плохой
4306,Плохой
4307,Плохой
4308,Плохой
4309,Плохой
4310,Плохой
4311,Плохой
4312,Обычный
4313,Обычный
4314,Обычный
4315,Обычный
4316,Обычный
4317,Обычный
4318,Обычный
4319,Обычный
4320,Обычный
4321,Обычный
4322,Обычный
4323,Обычный
4324,Обычный
4325,Обычный
4326,Обычный
4327,Плохой
4328,Плохой
4329,Плохой
4330,Плохой
4331,Плохой
4332,Плохой
4333,Плохой
4334,Плохой
4335,Плохой
4336,Обычный
4337,Обычный
4338,Обычный
4339,Обычный
4340,Обычный
4341,Обычный
4342,Обычный
4343,Обычный
4344,Обычный
4345,Обычный
4346,Обычный
4347,Обычный
4348,Обычный
4349,Обычный
4350,Обычный
4351,Обычный
4352,Обычный
4353,Обычный
4354,Обычный
4355,Обычный
4356,Обычный
4357,Обычный
4358,Обычный
4359,Обычный
4360,Обычный
4361,Обычный
4362,Обычный
4363,Обычный
4364,Обычный
4365,Обычный
4366,Обычный
4367,Обычный
4368,Плохой
4369,Плохой
4370,Плохой
4371,Плохой
4372,Плохой
4373,Плохой
4374,Плохой
4375,Плохой
4376,Плохой
4377,Плохой
4378,Плохой
4379,Плохой
4380,Плохой
4381,Плохой
4382,Плохой
4383,Плохой
4384,Обычный
4385,Обычный
4386,Обычный
4387,Обычный
4388,Обычный
4389,Обычный
4390,Обычный
4391,Обычный
4392,Обычный
4393,Обычный
4394,Плохой
4395,Обычный
4396,Обычный
4397,Плохой
4398,Обычный
4399,Обычный
4400,Обычный
4401,Обычный
4402,Обычный
4403,Обычный
4404,Обычный
4405,Обычный
4406,Обычный
4407,Обычный
4408,Обычный
4409,Обычный
4410,Обычный
4411,Обычный
4412,Обычный
4413,Обычный
4414,Обычный
4415,Обычный
4416,Обычный
4417,Обычный
4418,Обычный
4419,Обычный
4420,Обычный
4421,Обычный
4422,Обычный
4423,Обычный
4424,Обычный
4425,Обычный
4426,Обычный
4427,Обычный
4428,Обычный
4429,Обычный
4430,Обычный
4431,Обычный
4432,Хороший
4433,Хороший
4434,Хороший
4435,Хороший
4436,Хороший
4437,Хороший
4438,Хороший
4439,Хороший
4440,Обычный
4441,Обычный
4442,Хороший
4443,Обычный
4444,Обычный
4445,Обычный
4446,Обычный
4447,Обычный
4448,Обычный
4449,Обычный
4450,Обычный
4451,Обычный
4452,Обычный
4453,Обычный
4454,Обычный
4455,Обычный
4456,Хороший
4457,Хороший
4458,Хороший
4459,Хороший
4460,Хороший
4461,Хороший
4462,Хороший
4463,Хороший
4464,Хороший
4465,Обычный
4466,Хороший
4467,Хороший
4468,Хороший
4469,Хороший
4470,Хороший
4471,Хороший
4472,Хороший
4473,Хороший
4474,Хороший
4475,Хороший
4476,Хороший
4477,Хороший
4478,Хороший
4479,Хороший
4480,Хороший
4481,Хороший
4482,Хороший
4483,Хороший
4484,Хороший
4485,Хороший
4486,Хороший
4487,Хороший
4488,Обычный
4489,Обычный
4490,Обычный
4491,Обычный
4492,Хороший
4493,Обычный
4494,Обычный
4495,Обычный
4496,Плохой
4497,Плохой
4498,Плохой
4499,Плохой
4500,Плохой
4501,Плохой
4502,Плохой
4503,Плохой
4504,Обычный
4505,Обычный
4506,Обычный
4507,Обычный
4508,Обычный
4509,Обычный
4510,Обычный
4511,Обычный
4512,Плохой
4513,Плохой
4514,Плохой
4515,Плохой
4516,Плохой
4517,Плохой
4518,Плохой
4519,Плохой
4520,Обычный
4521,Обычный
4522,Обычный
4523,Обычный
4524,Обычный
4525,Обычный
4526,Обычный
4527,Обычный
4528,Обычный
4529,Обычный
4530,Обычный
4531,Обычный
4532,Обычный
4533,Обычный
4534,Обычный
4535,Обычный
4536,Обычный
4537,Обычный
4538,Хороший
4539,Обычный
4540,Обычный
4541,Обычный
4542,Обычный
4543,Обычный
4544,Обычный
4545,Обычный
4546,Обычный
4547,Обычный
4548,Обычный
4549,Обычный
4550,Обычный
4551,Обычный
4552,Хороший
4553,Хороший
4554,Хороший
4555,Хороший
4556,Хороший
4557,Хороший
4558,Хороший
4559,Хороший
4560,Обычный
4561,Плохой
4562,Плохой
4563,Плохой
4564,Обычный
4565,Плохой
4566,Обычный
4567,Плохой
4568,Обычный
4569,Обычный
4570,Обычный
4571,Обычный
4572,Обычный
4573,Обычный
4574,Обычный
4575,Обычный
4576,Плохой
4577,Плохой
4578,Плохой
4579,Плохой
4580,Плохой
4581,Плохой
4582,Плохой
4583,Плохой
4584,Обычный
4585,Обычный
4586,Обычный
4587,Обычный
4588,Обычный
4589,Обычный
4590,Обычный
4591,Обычный
4592,Обычный
4593,Обычный
4594,Обычный
4595,Обычный
4596,Обычный
4597,Обычный
4598,Обычный
4599,Обычный
4600,Обычный
4601,Обычный
4602,Обычный
4603,Обычный
4604,Обычный
4605,Обычный
4606,Обычный
4607,Обычный
4608,Плохой
4609,Плохой
4610,Плохой
4611,Плохой
4612,Плохой
4613,Плохой
4614,Плохой
4615,Плохой
4616,Обычный
4617,Обычный
4618,Обычный
4619,Обычный
4620,Обычный
4621,Обычный
4622,Обычный
4623,Обычный
4624,Обычный
4625,Обычный
4626,Обычный
4627,Обычный
4628,Обычный
4629,Обычный
4630,Обычный
4631,Обычный
4632,Обычный
4633,Обычный
4634,Обычный
4635,Обычный
4636,Обычный
4637,Обычный
4638,Обычный
4639,Обычный
4640,Обычный
4641,Обычный
4642,Обычный
4643,Обычный
4644,Обычный
4645,Обычный
4646,Обычный
4647,Обычный
4648,Плохой
4649,Плохой
4650,Плохой
4651,Плохой
4652,Плохой
4653,Плохой
4654,Обычный
4655,Плохой
4656,Обычный
4657,Обычный
4658,Обычный
4659,Обычный
4660,Обычный
4661,Обычный
4662,Обычный
4663,Обычный
4664,Обычный
4665,Обычный
4666,Обычный
4667,Обычный
4668,Обычный
4669,Обычный
4670,Обычный
4671,Обычный
4672,Обычный
4673,Обычный
4674,Обычный
4675,Обычный
4676,Обычный
4677,Обычный
4678,Обычный
4679,Обычный
4680,Плохой
4681,Плохой
4682,Плохой
4683,Плохой
4684,Плохой
4685,Плохой
4686,Плохой
4687,Плохой
4688,Обычный
4689,Обычный
4690,Обычный
4691,Обычный
4692,Обычный
4693,Обычный
4694,Обычный
4695,Обычный
4696,Обычный
4697,Обычный
4698,Обычный
4699,Обычный
4700,Обычный
4701,Обычный
4702,Обычный
4703,Обычный
4704,Обычный
4705,Обычный
4706,Обычный
4707,Обычный
4708,Обычный
4709,Обычный
4710,Обычный
4711,Обычный
4712,Обычный
4713,Обычный
4714,Обычный
4715,Обычный
4716,Обычный
4717,Обычный
4718,Обычный
4719,Обычный
4720,Хороший
4721,Обычный
4722,Хороший
4723,Хороший
4724,Хороший
4725,Хороший
4726,Хороший
4727,Хороший
4728,Хороший
4729,Хороший
4730,Хороший
4731,Хороший
4732,Хороший
4733,Хороший
4734,Хороший
4735,Хороший
4736,Обычный
4737,Обычный
4738,Обычный
4739,Обычный
4740,Обычный
4741,Обычный
4742,Обычный
4743,Обычный
4744,Обычный
4745,Хороший
4746,Хороший
4747,Хороший
4748,Обычный
4749,Обычный
4750,Обычный
4751,Хороший
4752,Обычный
4753,Обычный
4754,Обычный
4755,Обычный
4756,Обычный
4757,Обычный
4758,Обычный
4759,Обычный
4760,Обычный
4761,Обычный
4762,Обычный
4763,Обычный
4764,Обычный
4765,Обычный
4766,Обычный
4767,Обычный
4768,Хороший
4769,Хороший
4770,Хороший
4771,Хороший
4772,Хороший
4773,Хороший
4774,Хороший
4775,Хороший
4776,Обычный
4777,Обычный
4778,Обычный
4779,Обычный
4780,Обычный
4781,Обычный
4782,Обычный
4783,Обычный
4784,Хороший
4785,Хороший
4786,Хороший
4787,Хороший
4788,Хороший
4789,Хороший
4790,Обычный
4791,Хороший
4792,Обычный
4793,Плохой
4794,Обычный
4795,Обычный
4796,Обычный
4797,Обычный
4798,Обычный
4799,Плохой
4800,Плохой
4801,Плохой
4802,Плохой
4803,Плохой
4804,Плохой
4805,Плохой
4806,Плохой
4807,Плохой
4808,Плохой
4809,Плохой
4810,Плохой
4811,Плохой
4812,Плохой
4813,Плохой
4814,Плохой
4815,Плохой
4816,Обычный
4817,Обычный
4818,Обычный
4819,Обычный
4820,Обычный
4821,Обычный
4822,Обычный
4823,Обычный
4824,Обычный
4825,Обычный
4826,Обычный
4827,Плохой
4828,Обычный
4829,Обычный
4830,Обычный
4831,Обычный
4832,Обычный
4833,Обычный
4834,Обычный
4835,Обычный
4836,Обычный
4837,Обычный
4838,Обычный
4839,Обычный
4840,Обычный
4841,Обычный
4842,Обычный
4843,Обычный
4844,Обычный
4845,Обычный
4846,Обычный
4847,Обычный
4848,Плохой
4849,Плохой
4850,Плохой
4851,Плохой
4852,Плохой
4853,Плохой
4854,Плохой
4855,Плохой
4856,Хороший
4857,Хороший
4858,Хороший
4859,Хороший
4860,Хороший
4861,Хороший
4862,Хороший
4863,Хороший
4864,Обычный
4865,Обычный
4866,Обычный
4867,Обычный
4868,Обычный
4869,Обычный
4870,Обычный
4871,Обычный
4872,Обычный
4873,Обычный
4874,Обычный
4875,Обычный
4876,Обычный
4877,Обычный
4878,Обычный
4879,Обычный
4880,Обычный
4881,Обычный
4882,Обычный
4883,Плохой
4884,Плохой
4885,Плохой
4886,Плохой
4887,Плохой
4888,Плохой
4889,Плохой
4890,Обычный
4891,Обычный
4892,Обычный
4893,Обычный
4894,Обычный
4895,Обычный
4896,Обычный
4897,Плохой
4898,Обычный
4899,Обычный
4900,Обычный
4901,Обычный
4902,Обычный
4903,Обычный
4904,Плохой
4905,Плохой
4906,Плохой
4907,Обычный
4908,Плохой
4909,Плохой
4910,Обычный
4911,Плохой
4912,Хороший
4913,Хороший
4914,Хороший
4915,Хороший
4916,Хороший
4917,Хороший
4918,Хороший
4919,Хороший
4920,Обычный
4921,Обычный
4922,Обычный
4923,Обычный
4924,Обычный
4925,Обычный
4926,Обычный
4927,Обычный
4928,Плохой
4929,Плохой
4930,Плохой
4931,Плохой
4932,Плохой
4933,Плохой
4934,Плохой
4935,Плохой
4936,Плохой
4937,Обычный
4938,Плохой
4939,Обычный
4940,Обычный
4941,Обычный
4942,Обычный
4943,Обычный
4944,Обычный
4945,Обычный
4946,Обычный
4947,Обычный
4948,Обычный
4949,Обычный
4950,Обычный
4951,Обычный
4952,Хороший
4953,Хороший
4954,Хороший
4955,Хороший
4956,Хороший
4957,Хороший
4958,Хороший
4959,Хороший
4960,Обычный
4961,Обычный
4962,Плохой
4963,Обычный
4964,Обычный
4965,Обычный
4966,Плохой
4967,Плохой
4968,Обычный
4969,Обычный
4970,Обычный
4971,Обычный
4972,Обычный
4973,Обычный
4974,Обычный
4975,Обычный
4976,Обычный
4977,Обычный
4978,Обычный
4979,Обычный
4980,Обычный
4981,Обычный
4982,Обычный
4983,Обычный
4984,Обычный
4985,Обычный
4986,Обычный
4987,Обычный
4988,Обычный
4989,Обычный
4990,Обычный
4991,Обычный
4992,Обычный
4993,Обычный
4994,Обычный
4995,Обычный
4996,Обычный
4997,Обычный
4998,Обычный
4999,Обычный
5000,Обычный
5001,Обычный
5002,Обычный
5003,Обычный
5004,Обычный
5005,Обычный
5006,Обычный
5007,Обычный
5008,Обычный
5009,Обычный
5010,Обычный
5011,Обычный
5012,Обычный
5013,Обычный
5014,Обычный
5015,Обычный
5016,Обычный
5017,Обычный
5018,Обычный
5019,Обычный
5020,Обычный
5021,Обычный
5022,Обычный
5023,Обычный
5024,Обычный
5025,Обычный
5026,Обычный
5027,Обычный
5028,Обычный
5029,Обычный
5030,Обычный
5031,Обычный
5032,Плохой
5033,Плохой
5034,Плохой
5035,Плохой
5036,Плохой
5037,Плохой
5038,Плохой
5039,Плохой
5040,Обычный
5041,Обычный
5042,Хороший
5043,Обычный
5044,Обычный
5045,Обычный
5046,Обычный
5047,Обычный
5048,Плохой
5049,Плохой
5050,Плохой
5051,Плохой
5052,Плохой
5053,Плохой
5054,Плохой
5055,Плохой
5056,Обычный
5057,Обычный
5058,Обычный
5059,Обычный
5060,Плохой
5061,Обычный
5062,Плохой
5063,Обычный
5064,Обычный
5065,Обычный
5066,Обычный
5067,Обычный
5068,Обычный
5069,Обычный
5070,Обычный
5071,Обычный
5072,Обычный
5073,Обычный
5074,Обычный
5075,Обычный
5076,Обычный
5077,Обычный
5078,Обычный
5079,Обычный
5080,Плохой
5081,Плохой
5082,Обычный
5083,Плохой
5084,Плохой
5085,Плохой
5086,Плохой
5087,Плохой
5088,Обычный
5089,Обычный
5090,Обычный
5091,Обычный
5092,Обычный
5093,Обычный
5094,Обычный
5095,Обычный
5096,Обычный
5097,Обычный
5098,Обычный
5099,Обычный
5100,Обычный
5101,Обычный
5102,Обычный
5103,Обычный
5104,Обычный
5105,Обычный
5106,Обычный
5107,Обычный
5108,Обычный
5109,Обычный
5110,Обычный
5111,Обычный
5112,Плохой
5113,Обычный
5114,Плохой
5115,Плохой
5116,Плохой
5117,Плохой
5118,Плохой
5119,Плохой
5120,Хороший
5121,Хороший
5122,Хороший
5123,Обычный
5124,Хороший
5125,Хороший
5126,Хороший
5127,Хороший
5128,Плохой
5129,Плохой
5130,Плохой
5131,Плохой
5132,Плохой
5133,Плохой
5134,Плохой
5135,Плохой
5136,Плохой
5137,Плохой
5138,Плохой
5139,Плохой
5140,Плохой
5141,Плохой
5142,Плохой
5143,Плохой
5144,Обычный
5145,Обычный
5146,Обычный
5147,Обычный
5148,Обычный
5149,Обычный
5150,Обычный
5151,Обычный
5152,Обычный
5153,Обычный
5154,Обычный
5155,Обычный
5156,Обычный
5157,Обычный
5158,Обычный
5159,Обычный
5160,Обычный
5161,Обычный
5162,Обычный
5163,Обычный
5164,Обычный
5165,Обычный
5166,Обычный
5167,Обычный
5168,Плохой
5169,Плохой
5170,Плохой
5171,Плохой
5172,Плохой
5173,Плохой
5174,Плохой
5175,Плохой
5176,Плохой
5177,Обычный
5178,Обычный
5179,Обычный
5180,Обычный
5181,Обычный
5182,Плохой
5183,Обычный
5184,Обычный
5185,Обычный
5186,Обычный
5187,Обычный
5188,Обычный
5189,Обычный
5190,Обычный
5191,Обычный
5192,Обычный
5193,Обычный
5194,Обычный
5195,Обычный
5196,Обычный
5197,Обычный
5198,Обычный
5199,Обычный
5200,Обычный
5201,Обычный
5202,Обычный
5203,Обычный
5204,Обычный
5205,Обычный
5206,Обычный
5207,Обычный
5208,Плохой
5209,Плохой
5210,Плохой
5211,Плохой
5212,Плохой
5213,Плохой
5214,Плохой
5215,Плохой
5216,Плохой
5217,Плохой
5218,Плохой
5219,Плохой
5220,Плохой
5221,Плохой
5222,Плохой
5223,Плохой
5224,Плохой
5225,Плохой
5226,Плохой
5227,Плохой
5228,Плохой
5229,Плохой
5230,Плохой
5231,Плохой
5232,Обычный
5233,Обычный
5234,Обычный
5235,Обычный
5236,Обычный
5237,Обычный
5238,Обычный
5239,Обычный
5240,Обычный
5241,Обычный
5242,Обычный
5243,Обычный
5244,Обычный
5245,Обычный
5246,Обычный
5247,Обычный
5248,Плохой
5249,Плохой
5250,Обычный
5251,Плохой
5252,Обычный
5253,Обычный
5254,Плохой
5255,Плохой
5256,Обычный
5257,Обычный
5258,Обычный
5259,Обычный
5260,Обычный
